Country Code,Country,Year,Total Percent,Time_Detail,Latitude,Longitude
762,Tajikistan,2021,3.4,2021,38.861034,71.276093
762,Tajikistan,2022,3.4,2022,38.861034,71.276093
764,Thailand,2010,3.6,2010,15.870032,100.992541
764,Thailand,2011,4.2,2011,15.870032,100.992541
764,Thailand,2012,4.7,2012,15.870032,100.992541
764,Thailand,2013,5.3,2013,15.870032,100.992541
764,Thailand,2014,5.2,2014,15.870032,100.992541
764,Thailand,2015,6.2,2015,15.870032,100.992541
764,Thailand,2016,6.9,2016,15.870032,100.992541
764,Thailand,2017,7.4,2017,15.870032,100.992541
764,Thailand,2018,7.4,2018,15.870032,100.992541
764,Thailand,2019,7.4,2019,15.870032,100.992541
764,Thailand,2020,2.2,2020,15.870032,100.992541
764,Thailand,2021,0.8,2021,15.870032,100.992541
788,Tunisia,2018,4.1,2018,33.886917,9.537499
788,Tunisia,2019,4.5,2019,33.886917,9.537499
788,Tunisia,2020,1.7,2020,33.886917,9.537499
788,Tunisia,2021,2,2021,33.886917,9.537499
788,Tunisia,2022,3.2,2022,33.886917,9.537499
800,Uganda,2016,3.7,2016,1.373333,32.290275
800,Uganda,2019,3.6,2019,1.373333,32.290275
800,Uganda,2022,2.4,2022,1.373333,32.290275
784,United Arab Emirates,2019,6.1,2019,23.424076,53.847818
784,United Arab Emirates,2020,3.9,2020,23.424076,53.847818
784,United Arab Emirates,2021,6.2,2021,23.424076,53.847818
826,United Kingdom,2008,3.4,2008,55.378051,-3.435973
826,United Kingdom,2009,3.5,2009,55.378051,-3.435973
826,United Kingdom,2010,3.4,2010,55.378051,-3.435973
826,United Kingdom,2011,3.6,2011,55.378051,-3.435973
826,United Kingdom,2012,3.7,2012,55.378051,-3.435973
826,United Kingdom,2013,3.7,2013,55.378051,-3.435973
826,United Kingdom,2014,3.6,2014,55.378051,-3.435973
826,United Kingdom,2015,3.9,2015,55.378051,-3.435973
826,United Kingdom,2016,3.4,2016,55.378051,-3.435973
826,United Kingdom,2017,3.4,2017,55.378051,-3.435973
826,United Kingdom,2018,3.2,2018,55.378051,-3.435973
826,United Kingdom,2019,3.6,2019,55.378051,-3.435973
826,United Kingdom,2020,1.8,2020,55.378051,-3.435973
840,United States,2008,2.8,2008,37.09024,-95.712891
840,United States,2009,2.7,2009,37.09024,-95.712891
840,United States,2010,2.7,2010,37.09024,-95.712891
840,United States,2011,2.8,2011,37.09024,-95.712891
840,United States,2012,2.8,2012,37.09024,-95.712891
840,United States,2014,2.9,2014,37.09024,-95.712891
858,Uruguay,2008,5.8,2008,-32.522779,-55.765835
858,Uruguay,2009,5.6,2009,-32.522779,-55.765835
858,Uruguay,2010,6.2,2010,-32.522779,-55.765835
858,Uruguay,2011,7.4,2011,-32.522779,-55.765835
858,Uruguay,2012,6.8,2012,-32.522779,-55.765835
858,Uruguay,2013,6.4,2013,-32.522779,-55.765835
858,Uruguay,2014,6.3,2014,-32.522779,-55.765835
858,Uruguay,2015,6.5,2015,-32.522779,-55.765835
858,Uruguay,2016,7.3,2016,-32.522779,-55.765835
858,Uruguay,2017,8.5,2017,-32.522779,-55.765835
858,Uruguay,2018,8.1,2018,-32.522779,-55.765835
858,Uruguay,2019,7,2019,-32.522779,-55.765835
704,Vietnam,2013,6.1,2013,14.058324,108.277199
704,Vietnam,2014,6.1,2014,14.058324,108.277199
704,Vietnam,2015,6.3,2015,14.058324,108.277199
704,Vietnam,2016,7,2016,14.058324,108.277199
704,Vietnam,2017,7.9,2017,14.058324,108.277199
704,Vietnam,2018,8.4,2018,14.058324,108.277199
704,Vietnam,2019,9.2,2019,14.058324,108.277199
704,Vietnam,2020,3.6,2020,14.058324,108.277199
704,Vietnam,2021,2,2021,14.058324,108.277199
